Name,Country,Time,Place,Year
Spyridon LOUIS,GRE,02:58:50.000,1,1896
Kharilaos VASILAKOS,GRE,03:06:03.000,2,1896
Gyula KELLNER,HUN,03:06:35.000,3,1896
Michel THEATO,FRA,02:59:45.000,1,1900
Emile CHAMPION,FRA,03:04:17.000,2,1900
Ernst FAST,SWE,03:37:14.000,3,1900
Eugene BESSE,FRA,04:00:43.000,4,1900
Arthur NEWTON,USA,04:04:12.000,5,1900
Tom HICKS,USA,03:28:53.000,1,1904
Albert COREY,USA,03:34:52.000,2,1904
Arthur NEWTON,USA,03:47:33.000,3,1904
John Joseph HAYES,USA,02:55:18.400,1,1908
Charles A. HEFFERON,RSA,02:56:06.000,2,1908
Joe FORSHAW,USA,02:57:10.400,3,1908
Alton Roy WELTON,USA,02:59:44.400,4,1908
William WOOD,CAN,03:01:44.000,5,1908
Fred SIMPSON,CAN,03:04:28.200,6,1908
Harry LAWSON,CAN,03:06:47.200,7,1908
Johan Fritiof SVANBERG,SWE,03:07:50.800,8,1908
Lewis TEWANIMA,USA,03:09:15.000,9,1908
Kalle NIEMINEN,FIN,03:09:50.800,10,1908
Jack CAFFERY,CAN,03:12:46.000,11,1908
Billy CLARKE,GBR,03:16:08.600,12,1908
Ernie BARNES,GBR,03:17:30.800,13,1908
Sidney HATCH,USA,03:17:52.400,14,1908
Frederick Thomas LORD,GBR,03:19:08.800,15,1908
William GOLDSBORO,CAN,03:20:07.000,16,1908
James George BEALE,GBR,03:20:14.000,17,1908
Arnost NEJEDLY,CZE,03:26:26.200,18,1908
Georg LIND,RUS,03:26:38.800,19,1908
Willem W. WAKKER,NED,03:28:49.000,20,1908
Gustaf TÖRNROS,SWE,03:30:20.800,21,1908
George GOULDING,CAN,03:33:26.400,22,1908
Julius Ferdinand JORGENSEN,DEN,03:47:44.000,23,1908
Arthur BURN,CAN,03:50:17.000,24,1908
Emmerich RATH,AUT,03:50:30.400,25,1908
Rudy HANSEN,DEN,03:53:15.000,26,1908
George LISTER,CAN,04:22:45.000,27,1908
Ken MCARTHUR,RSA,02:36:54.800,1,1912
Chris GITSHAM,RSA,02:37:52.000,2,1912
Gaston STROBINO,USA,02:38:42.400,3,1912
Andrew SOCKALEXIS,USA,02:42:07.900,4,1912
James DUFFY,CAN,02:42:18.800,5,1912
Sigfrid JACOBSSON,SWE,02:43:24.900,6,1912
John James GALLAGHER,USA,02:44:19.400,7,1912
Joseph ERXLEBEN,USA,02:45:47.200,8,1912
Richard Francis PIGGOTT,USA,02:46:40.700,9,1912
Joe FORSHAW,USA,02:49:49.400,10,1912
Ed FABRE,CAN,02:50:36.200,11,1912
Clarence Harrison DE MAR,USA,02:50:46.600,12,1912
Renon BOISSIÈRE,FRA,02:51:06.600,13,1912
Henry Harold GREEN,GBR,02:52:11.400,14,1912
William Charles FORSYTH,CAN,02:52:23.000,15,1912
Lewis TEWANIMA,USA,02:52:41.400,16,1912
Harry J. SMITH,USA,02:52:53.800,17,1912
Thomas H. LILLEY,USA,02:59:35.400,18,1912
Arthur TOWNSEND,GBR,03:00:05.000,19,1912
Felix KWIETON,AUT,03:00:48.000,20,1912
Frederick Thomas LORD,GBR,03:01:39.200,21,1912
Jacob WESTBERG,SWE,03:02:05.200,22,1912
Axel G. SIMONSEN,NOR,03:04:59.400,23,1912
Carl Nicanor ANDERSSON,SWE,03:06:13.000,24,1912
Edgar William LLOYD,GBR,03:09:25.000,25,1912
Herkules P. SAKELLAROPOULOS,GRE,03:11:37.000,26,1912
Hjalmar DAHLBERG,SWE,03:13:32.200,27,1912
Ivar LUNDBERG,SWE,03:16:35.200,28,1912
Johannes Laurs CHRISTENSEN,DEN,03:21:57.400,29,1912
Olaf LODAL,DEN,03:21:57.600,30,1912
Ödön KARPATI,HUN,03:25:21.600,31,1912
Carl NILSSON,SWE,03:26:56.400,32,1912
Emmerich RATH,AUT,03:27:03.800,33,1912
Otto OSEN,NOR,03:36:35.200,34,1912
Hannes KOLEHMAINEN,FIN,02:32:35.800,1,1920
Jüri LOSSMAN,EST,02:32:48.600,2,1920
Valerio ARRI,ITA,02:36:37.800,3,1920
Auguste BROOS,BEL,02:39:25.800,4,1920
Juho TUOMIKOSKI,FIN,02:40:18.800,5,1920
Anders Sofus ROSE,DEN,02:41:18.000,6,1920
Joseph ORGAN,USA,02:41:30.000,7,1920
Rudolf Carl HANSEN,DEN,02:41:39.400,8,1920
Urho TALLGREN,FIN,02:42:40.000,9,1920
Taavetti Heikki KOLEHMAINEN,FIN,02:44:03.200,10,1920
Carl LINDER,USA,02:44:21.600,11,1920
Chuck MELLOR,USA,02:45:30.000,12,1920
James DELLOW,CAN,02:46:47.000,13,1920
Bobby MILLS,GBR,02:48:05.000,14,1920
Art SCHOLES,CAN,02:48:30.000,15,1920
Shizo KANAGURI,JPN,02:48:45.400,16,1920
Gustav KINN,SWE,02:49:10.400,17,1920
Albert MOCHÉ,FRA,02:50:00.200,18,1920
Phadeppa CHAUGULE,IND,02:50:45.400,19,1920
Zensaku MOTEGI,JPN,02:51:09.400,20,1920
Kenzo YASHIMA,JPN,02:57:03.000,21,1920
Norman GENERAL,CAN,02:58:01.000,22,1920
Rudolf WÅHLIN,SWE,02:59:23.000,23,1920
Yahei MIURA,JPN,02:59:37.000,24,1920
Henri TEYSSEDOU,FRA,03:00:04.000,25,1920
Hendricus WESSEL,NED,03:00:17.000,26,1920
Charles MELIS,BEL,03:00:51.000,27,1920
William GRÜNER,SWE,03:01:48.000,28,1920
George PIPER,GBR,03:02:10.000,29,1920
Sinton HEWITT,AUS,03:03:27.000,30,1920
Leslie HOUSDEN,GBR,03:14:07.000,31,1920
Herkules P. SAKELLAROPOULOS,GRE,03:14:25.000,32,1920
Juan BASCUNAN,CHI,03:17:45.000,33,1920
Oscar BLANSAER,BEL,03:20:00.000,34,1920
Eric ROBERTSON,GBR,03:55:00.000,35,1920
Albin Oskar STENROOS,FIN,02:41:22.600,1,1924
Romeo BERTINI,ITA,02:47:19.600,2,1924
Clarence Harrison DE MAR,USA,02:48:14.000,3,1924
Lauri A. HALONEN,FIN,02:49:47.400,4,1924
Samuel FERRIS,GBR,02:52:26.000,5,1924
Manuel PLAZA REYES,CHI,02:52:54.000,6,1924
El Ouafi BOUGUEIRA,FRA,02:54:19.600,7,1924
Gustav KINN,SWE,02:54:33.400,8,1924
Dionisio CARRERAS,ESP,02:57:18.400,9,1924
Jüri LOSSMAN,EST,02:57:54.600,10,1924
Axel JENSEN,DEN,02:58:44.800,11,1924
Jean Baptiste MANHES,FRA,03:00:34.000,12,1924
Jack CUTHBERT,CAN,03:00:44.600,13,1924
Victor MACAULEY,CAN,03:02:05.400,14,1924
Marcel ALAVOINE,BEL,03:03:20.000,15,1924
Frank E. WENDLING,USA,03:05:09.800,16,1924
Arthur FARRIMOND,GBR,03:05:15.000,17,1924
Frank I. ZUNA,USA,03:05:52.200,18,1924
Harry PHILLIPS,RSA,03:07:13.000,19,1924
Auguste BROOS,BEL,03:14:03.000,20,1924
Waldemar KARLSSON,SWE,03:14:21.400,21,1924
Tullio BISCUOLA,ITA,03:19:05.000,22,1924
Billy CHURCHILL,USA,03:19:18.000,23,1924
Mohammed GHERMATI,FRA,03:20:27.000,24,1924
Chuck MELLOR,USA,03:24:07.000,25,1924
Pierre-georges LECLERCQ,BEL,03:27:54.000,26,1924
Jack MCKENNA,GBR,03:30:40.000,27,1924
Antal LOVAS,HUN,03:35:34.000,28,1924
Mahadeo SINGH,IND,03:37:36.000,29,1924
Elmar REIMANN,EST,03:40:52.000,30,1924
El Ouafi BOUGUEIRA,FRA,02:32:57.000,1,1928
Manuel PLAZA REYES,CHI,02:33:23.000,2,1928
Martti B. MARTTELIN,FIN,02:35:02.000,3,1928
Kanematsu YAMADA,JPN,02:35:29.000,4,1928
Joseph RAY,USA,02:36:04.000,5,1928
Seiichiro TSUDA,JPN,02:36:20.000,6,1928
Yrjo KORHOLIN-KOSKI,FIN,02:36:40.000,7,1928
Samuel FERRIS,GBR,02:37:41.000,8,1928
Whitey MICHELSEN,USA,02:38:56.000,9,1928
Cliff BRICKER,CAN,02:39:24.000,10,1928
Harry WOOD,GBR,02:41:15.000,11,1928
Verner Johan LAAKSONEN,FIN,02:41:35.000,12,1928
Harry William PAYNE,GBR,02:42:29.000,13,1928
Eino RASTAS,FIN,02:43:08.000,14,1928
Väinö Jeremias SIPILÄ,FIN,02:43:08.000,15,1928
Alois KROF,TCH,02:43:18.000,16,1928
John C. MILES,CAN,02:43:32.000,17,1928
Léon P. BROERS,BEL,02:44:37.000,18,1928
Hans Ludwig STELGES,GER,02:45:27.000,19,1928
Duncan Macleod WRIGHT,GBR,02:45:30.000,20,1928
Herb BIGNALL,GBR,02:45:44.000,21,1928
Ernest HARPER,GBR,02:45:44.000,22,1928
Jean GÉRAULT,FRA,02:46:08.000,23,1928
Ilmari KUOKKA,FIN,02:46:34.000,24,1928
Gustav KINN,SWE,02:47:35.000,25,1928
Silas MCLELLAN,CAN,02:49:33.000,26,1928
Clarence Harrison DE MAR,USA,02:50:42.000,27,1928
Marcel DENIS,FRA,02:51:15.000,28,1928
Guillaume TELL,FRA,02:51:18.000,29,1928
Henri H. LANDHEER,NED,02:51:59.000,30,1928
Paul HEMPEL,GER,02:52:01.000,31,1928
Aurelio TERRAZAS,MEX,02:52:22.000,32,1928
Frantisek ZYKA,TCH,02:52:42.000,33,1928
Giuseppe FERRERA,ITA,02:53:10.000,34,1928
José TORRES,MEX,02:54:00.000,35,1928
Johan STÖA,NOR,02:54:15.000,36,1928
Gérardus STEURS,BEL,02:54:48.000,37,1928
Arturs MOTTMILLERS,LAT,02:56:45.000,38,1928
James P. HENIGAN,USA,02:56:50.000,39,1928
Matthew STEYTLER,RSA,02:57:21.000,40,1928
Harvey FRICK,USA,02:57:24.000,41,1928
Jean LINSSEN,BEL,02:58:08.000,42,1928
Frank HUGHES,CAN,02:58:12.000,43,1928
William AGEE,USA,02:58:50.000,44,1928
Percival WYER,CAN,02:58:52.000,45,1928
Georg HÖRGER,GER,02:59:01.000,46,1928
Kurt SCHNEIDER,GER,02:59:36.000,47,1928
Juichi NAGATANI,JPN,03:03:34.000,48,1928
Jozsef GALAMBOS,HUN,03:05:58.000,49,1928
Paul GERHARDT,GER,03:09:30.000,50,1928
Gottlieb BACH,DEN,03:10:30.000,51,1928
Emilio FERRER,ESP,03:11:05.000,52,1928
Dimitrije STEFANOVIC,YUG,03:11:35.000,53,1928
Joop VERMEULEN,NED,03:13:47.000,54,1928
Pleun VAN LEENEN,NED,03:14:37.000,55,1928
Joseph Charles MARIEN,BEL,03:16:13.000,56,1928
Willem VAN DER STEEN,NED,03:19:53.000,57,1928
Juan Carlos ZABALA,ARG,02:31:36.000,1,1932
Samuel FERRIS,GBR,02:31:55.000,2,1932
Armas Adam TOIVONEN,FIN,02:32:12.000,3,1932
Duncan Macleod WRIGHT,GBR,02:32:41.000,4,1932
Seiichiro TSUDA,JPN,02:35:42.000,5,1932
KIN Onbai,JPN,02:37:28.000,6,1932
Whitey MICHELSEN,USA,02:39:38.000,7,1932
Oskar HEKS,TCH,02:41:35.000,8,1932
GON Taika,JPN,02:42:52.000,9,1932
Anders Hartington ANDERSEN,DEN,02:44:38.000,10,1932
Hans OLDAG,USA,02:47:26.000,11,1932
Cliff BRICKER,CAN,02:47:58.000,12,1932
Michele FANELLI,ITA,02:49:09.000,13,1932
John C. MILES,CAN,02:50:32.000,14,1932
Paul DE BRUYN,GER,02:52:39.000,15,1932
François BEGEOT,FRA,02:53:34.000,16,1932
Fernando CHACARELLI,ARG,02:55:49.000,17,1932
Eddie CUDWORTH,CAN,02:58:35.000,18,1932
João Clemente DA SILVA,BRA,03:02:06.000,19,1932
Margarito POMPOSO BANOS,MEX,03:10:51.000,20,1932
Kitei SON,JPN,02:29:19.200,1,1936
Ernest HARPER,GBR,02:31:23.200,2,1936
NAN Shoryu,JPN,02:31:42.000,3,1936
Erkki Jaakko TAMILA,FIN,02:32:45.000,4,1936
Väinö MUINONEN,FIN,02:33:46.000,5,1936
Johannes Lodewyk COLEMAN,RSA,02:36:17.000,6,1936
Donald Mcnab ROBERTSON,GBR,02:37:06.200,7,1936
Henry Alfred GIBSON,RSA,02:38:04.000,8,1936
Mauno Asarias TARKIAINEN,FIN,02:39:33.000,9,1936
Thore ENOCHSSON,SWE,02:43:12.000,10,1936
Stelios KYRIAKIDIS,GRE,02:43:20.000,11,1936
Nouba KHALEB,FRA,02:45:34.000,12,1936
Henry PALME,SWE,02:46:08.400,13,1936
Franz TUSCHEK,AUT,02:46:29.000,14,1936
Jimmy BARTLETT,CAN,02:48:21.400,15,1936
François DUVAL,FRA,02:48:39.800,16,1936
Manuel DIAS,POR,02:49:00.000,17,1936
John Adelbert KELLEY,USA,02:49:32.400,18,1936
Miloslav LUNAK,TCH,02:50:26.000,19,1936
Felix MEEKENS,BEL,02:51:19.000,20,1936
Jan TAKAC,TCH,02:51:20.000,21,1936
Rudolf WÖBER,AUT,02:51:28.000,22,1936
Ludovic GALL,ROU,02:55:02.000,23,1936
Robert NEVENS,BEL,02:55:51.000,24,1936
Anders Hartington ANDERSEN,DEN,02:56:31.000,25,1936
Gabriel MENDOZA,PER,02:57:17.800,26,1936
Thomas Forcer LALANDE,RSA,02:57:20.000,27,1936
Arturs MOTTMILLERS,LAT,02:58:02.000,28,1936
Eduard BRASECKE,GER,02:59:33.400,29,1936
Percival WYER,CAN,03:00:11.000,30,1936
Fernand LEHEURTEUR,FRA,03:01:11.000,31,1936
Wilhelm ROTHMAYER,AUT,03:02:32.000,32,1936
Bronislaw GANCARZ,POL,03:03:11.000,33,1936
Max BEER,SUI,03:06:26.000,34,1936
Guillermo SUAREZ,PER,03:08:18.000,35,1936
Boris HARALAMPIEV,BUL,03:08:53.800,36,1936
Arul C.S. SWAMI,IND,03:10:44.000,37,1936
Josef SULC,TCH,03:11:47.400,38,1936
Franz EHA,SUI,03:18:17.000,39,1936
Zhenglin WANG,CHN,03:25:36.400,40,1936
Stane SPORN,YUG,03:30:47.000,41,1936
José FARIAS RIOS,PER,03:33:24.000,42,1936
Delfo CABRERA,ARG,02:34:51.600,1,1948
Thomas John Henry RICHARDS,GBR,02:35:07.600,2,1948
Etienne GAILLY,BEL,02:35:33.600,3,1948
Johannes Lodewyk COLEMAN,RSA,02:36:06.000,4,1948
Eusebio C. GUINEZ,ARG,02:36:36.000,5,1948
Thomas Sidney Andrew LUYT,RSA,02:38:11.000,6,1948
Gustav ÖSTLING,SWE,02:38:40.600,7,1948
John SYSTAD,NOR,02:38:41.000,8,1948
Alberto SENSINI,ARG,02:39:30.000,9,1948
Henning Karl LARSEN,DEN,02:41:22.000,10,1948
Viljo HEINO,FIN,02:41:32.000,11,1948
Anders MELIN,SWE,02:42:20.000,12,1948
Jussi KURIKKALA,FIN,02:42:48.000,13,1948
Theodore John VOGEL,USA,02:45:27.000,14,1948
Enrique INOSTROZA,CHI,02:47:48.000,15,1948
Lloyd EVANS,CAN,02:48:07.000,16,1948
Gerard COTE,CAN,02:48:31.000,17,1948
Stelios KYRIAKIDIS,GRE,02:49:00.000,18,1948
Jozsef KISS,HUN,02:50:20.000,19,1948
Şevki KORU,TUR,02:51:07.000,20,1948
John Adelbert KELLEY,USA,02:51:56.000,21,1948
Kaspar SCHIESSER,SUI,02:52:09.000,22,1948
Walter A. FEDORICK,CAN,02:52:12.000,23,1948
Aulis Olavi MANNINEN,USA,02:56:49.000,24,1948
Chong-Oh HONG,KOR,02:56:54.000,25,1948
Frank MULVIHILL,IRL,02:57:35.000,26,1948
Yun-Bok SU,KOR,02:59:36.000,27,1948
Sven HAKANSSON,SWE,03:00:09.000,28,1948
Jakob JUTZ,SUI,03:03:55.000,29,1948
Stanley F. JONES,GBR,03:09:16.000,30,1948
Emil ZATOPEK,TCH,02:23:03.200,1,1952
Reinaldo GORNO,ARG,02:25:35.000,2,1952
Gustaf JANSSON,SWE,02:26:07.000,3,1952
Yoon-Chil CHOI,KOR,02:26:36.000,4,1952
Veikko Leo KARVONEN,FIN,02:26:41.800,5,1952
Delfo CABRERA,ARG,02:26:42.400,6,1952
Jozsef DOBRONYI,HUN,02:28:04.800,7,1952
Erkki Mikael PUOLAKKA,FIN,02:29:35.000,8,1952
Geoffrey Lionel IDEN,GBR,02:30:42.000,9,1952
Wallace Henry HAYWARD,RSA,02:31:50.200,10,1952
Thomas Sidney Andrew LUYT,RSA,02:32:41.000,11,1952
Gustav ÖSTLING,SWE,02:32:48.400,12,1952
Victor F. DYRGALL,USA,02:32:52.400,13,1952
Luis CELEDON,CHI,02:33:45.800,14,1952
Janus VAN DER ZANDE,NED,02:33:50.000,15,1952
Viktor OLSEN,NOR,02:33:58.400,16,1952
Mikko HIETANEN,FIN,02:34:01.000,17,1952
Charles Paul DEWACHTERE,BEL,02:34:32.000,18,1952
William Charles KEITH,RSA,02:34:38.000,19,1952
Yakov MOSKACHENKOV,URS,02:34:43.800,20,1952
Mihaly ESZTERGOMI,HUN,02:35:10.000,21,1952
Doroteo FLORES,GUA,02:35:40.000,22,1952
Jean Maurice SIMONET,BEL,02:35:43.000,23,1952
Jacob KJERSEM,NOR,02:36:14.000,24,1952
Katsuo NISHIDA,JPN,02:36:19.000,25,1952
Keizo YAMADA,JPN,02:38:11.200,26,1952
Feodosi VANIN,URS,02:38:22.000,27,1952
Grigory SUCHKOV,URS,02:38:28.800,28,1952
Henry NORRSTROM,SWE,02:38:57.400,29,1952
Dietrich (Dieter) ENGELHARDT,GER,02:39:37.200,30,1952
Dinu CRISTEA,ROU,02:39:42.200,31,1952
Jean LEBLOND,BEL,02:40:37.000,32,1952
Choong-Sik CHOI,KOR,02:41:23.000,33,1952
John SYSTAD,NOR,02:41:29.800,34,1952
Jaroslav SOUREK,TCH,02:41:40.400,35,1952
Tom JONES,USA,02:42:50.000,36,1952
Bob PRENTICE,AUS,02:43:13.400,37,1952
Muhammad Havildar ASLAM,PAK,02:43:38.200,38,1952
Adolf GRUBER,AUT,02:45:02.000,39,1952
Paul Albert COLLINS,CAN,02:45:58.000,40,1952
Vasile TEODOSIU,ROU,02:46:00.800,41,1952
Erik Gunnar SIMONSEN,DEN,02:46:41.400,42,1952
Ludwig WARNEMUNDE,GER,02:50:00.000,43,1952
Ted CORBITT,USA,02:51:09.000,44,1952
Claude SMEAL,AUS,02:52:23.000,45,1952
Asfo BUSSOTTI,ITA,02:52:55.000,46,1952
Winand OSINSKI,POL,02:54:38.200,47,1952
Svend Erik Olaf SORENSEN,DEN,02:55:21.000,48,1952
Joseph WEST,IRL,02:56:22.800,49,1952
Rudolf MORGENTHALER,SUI,02:56:33.000,50,1952
Hassan Abdel Gani ABDELFATTAH,EGY,02:56:56.000,51,1952
Surat SINGH MATUR,IND,02:58:09.200,52,1952
Artidoro BERTI,ITA,02:58:36.200,53,1952
Alain MIMOUN,FRA,02:25:00.000,1,1956
Franjo MIHALIC,YUG,02:26:32.000,2,1956
Veikko Leo KARVONEN,FIN,02:27:47.000,3,1956
Chang-Hoon LEE,KOR,02:28:45.000,4,1956
Yoshiaki KAWASHIMA,JPN,02:29:19.000,5,1956
Emil ZATOPEK,TCH,02:29:34.000,6,1956
Ivan FILIN,URS,02:30:37.000,7,1956
Evert NYBERG,SWE,02:31:12.000,8,1956
Thomas NILSSON,SWE,02:33:33.000,9,1956
Eino Ilmari OKSANEN,FIN,02:36:10.000,10,1956
Arnold VAIDE,SWE,02:36:21.000,11,1956
Choong-Sik CHOI,KOR,02:36:53.000,12,1956
Paavo Edvard KOTILA,FIN,02:38:59.000,13,1956
Mercer John DAVIES,RSA,02:39:48.000,14,1956
Henry John HICKS,GBR,02:39:55.000,15,1956
Hideo HAMAMURA,JPN,02:40:53.000,16,1956
Albert William RICHARDS,NZL,02:41:34.000,17,1956
John Frederick RUSSELL,AUS,02:41:44.000,18,1956
Lothar BECKERT,GER,02:42:10.000,19,1956
Nicholas COSTES,USA,02:42:20.000,20,1956
John Joseph KELLEY,USA,02:43:40.000,21,1956
Muhammad Havildar ASLAM,PAK,02:44:33.000,22,1956
Adolf GRUBER,AUT,02:46:20.000,23,1956
Aurele VAN DEN DRIESSCHE,BEL,02:47:18.000,24,1956
Keith OLLERENSHAW,AUS,02:48:12.000,25,1956
Naw MYINTUNG,MYA,02:49:32.000,26,1956
Pavel KANTOREK,TCH,02:52:05.000,27,1956
Kurt HARTUNG,GER,02:52:14.000,28,1956
Bashay FELEKE,ETH,02:53:37.000,29,1956
Abdul RASHID,PAK,02:57:47.000,30,1956
Kanuti SUM,KEN,02:58:42.000,31,1956
Gebre BIRKAY,ETH,02:58:49.000,32,1956
Kurao HIROSHIMA,JPN,03:04:17.000,33,1956
Abebe BIKILA,ETH,02:15:16.200,1,1960
Abdesiem RHADI BEN ABDESSELEM,MAR,02:15:41.600,2,1960
Arthur Barry MAGEE,NZL,02:17:18.200,3,1960
Konstantin VOROBYEV,URS,02:19:09.600,4,1960
Sergei POPOV,URS,02:19:18.800,5,1960
Thyge Pedersen THOGERSEN,DEN,02:21:03.400,6,1960
Abebe WAKGIRA,ETH,02:21:09.400,7,1960
Bakir BEN AISSA,MAR,02:21:21.400,8,1960
Osvaldo Roberto SUAREZ,ARG,02:21:26.600,9,1960
Franco SKRINJAR,YUG,02:21:40.200,10,1960
Nikolai RUMYANTSEV,URS,02:21:49.400,11,1960
Franjo MIHALIC,YUG,02:21:52.600,12,1960
Keith JAMES,RSA,02:22:58.600,13,1960
Pavel KANTOREK,TCH,02:22:59.800,14,1960
Gumersindo GOMEZ,ARG,02:23:00.000,15,1960
Denis O'GORMAN,GBR,02:24:16.200,16,1960
Miguel NAVARRO PALOS,ESP,02:24:17.400,17,1960
Jeffrey Lynn JULIAN,NZL,02:24:50.600,18,1960
John Joseph KELLEY,USA,02:24:58.000,19,1960
Chang-Hoon LEE,KOR,02:25:02.200,20,1960
Arnold VAIDE,SWE,02:25:40.200,21,1960
Gerald MCINTYRE,IRL,02:26:03.000,22,1960
Olavi MANNINEN,FIN,02:26:33.000,23,1960
Eino Ilmari OKSANEN,FIN,02:26:38.000,24,1960
Arthur Patrick KEILY,GBR,02:27:00.000,25,1960
Tor TORGERSEN,NOR,02:27:30.000,26,1960
Naw MYINTUNG,MYA,02:28:17.000,27,1960
Bruno BARTHOLOME,GER,02:28:39.000,28,1960
Brian Leonard KILBY,GBR,02:28:55.000,29,1960
Alexander Dalglish BRECKENRIDGE,USA,02:29:38.000,30,1960
Kurao HIROSHIMA,JPN,02:29:40.000,31,1960
Kazumi WATANABE,JPN,02:29:45.000,32,1960
Juan SILVA,CHI,02:31:18.000,33,1960
Alain MIMOUN,FRA,02:31:20.000,34,1960
Paul GENEVE,FRA,02:31:20.000,35,1960
Franciscus Josephus KUNEN,NED,02:31:25.000,36,1960
Ffancesco PERRONE,ITA,02:31:32.000,37,1960
Silvio DE FLORENTIIS,ITA,02:31:54.000,38,1960
Linus DIAZ,SRI,02:32:12.000,39,1960
Lal CHAND,IND,02:32:13.000,40,1960
Johannes LAURIDSEN,DEN,02:32:32.000,41,1960
Willie DUNNE,IRL,02:33:08.000,42,1960
Ian SINFIELD,AUS,02:34:16.000,43,1960
Arthur WITTWER,SUI,02:34:42.200,44,1960
Jagmal RAGHO,IND,02:35:01.000,45,1960
Npbuyoshi SADANAGA,JPN,02:35:11.000,46,1960
Sang-cheol LEE,KOR,02:35:14.000,47,1960
Gordon Edmund MCKENZIE,USA,02:35:16.000,48,1960
